backtest_id,replayed_at_utc,as_of_date,target_date,market_ticker,event_ticker,series,model,method,prob_model,outcome,brier,log_loss,mode
backtest_20260510_0020,2026-05-17T11:03:40Z,2026-05-10,2026-05-11,KXLOWTCHI-26MAY11-B39.5,KXLOWTCHI-26MAY11,KXLOWTCHI,climatology,climatology,0.10648148148148148,0,0.011338305898491084,0.11258821877927948,replay_climatology
backtest_20260510_0021,2026-05-17T11:03:40Z,2026-05-10,2026-05-11,KXLOWTCHI-26MAY11-B41.5,KXLOWTCHI-26MAY11,KXLOWTCHI,climatology,climatology,0.0787037037037037,0,0.006194272976680385,0.08197358295967262,replay_climatology
backtest_20260510_0022,2026-05-17T11:03:40Z,2026-05-10,2026-05-11,KXLOWTCHI-26MAY11-B43.5,KXLOWTCHI-26MAY11,KXLOWTCHI,climatology,climatology,0.11574074074074074,1,0.781914437585734,2.1564025828159643,replay_climatology
backtest_20260510_0023,2026-05-17T11:03:40Z,2026-05-10,2026-05-11,KXLOWTCHI-26MAY11-B45.5,KXLOWTCHI-26MAY11,KXLOWTCHI,climatology,climatology,0.10648148148148148,0,0.011338305898491084,0.11258821877927948,replay_climatology
backtest_20260510_0024,2026-05-17T11:03:40Z,2026-05-10,2026-05-11,KXLOWTCHI-26MAY11-T46,KXLOWTCHI-26MAY11,KXLOWTCHI,climatology,climatology,0.4675925925925926,0,0.2186428326474623,0.6303462793209149,replay_climatology
backtest_20260514_0025,2026-05-17T11:03:41Z,2026-05-14,2026-05-15,KXLOWTHOU-26MAY15-T65,KXLOWTHOU-26MAY15,KXLOWTHOU,climatology,climatology,0.2916666666666667,0,0.08506944444444446,0.34484048629172964,replay_climatology
backtest_20260514_0026,2026-05-17T11:03:41Z,2026-05-14,2026-05-15,KXLOWTHOU-26MAY15-B65.5,KXLOWTHOU-26MAY15,KXLOWTHOU,climatology,climatology,0.15277777777777776,0,0.023341049382716045,0.16579225484274407,replay_climatology
backtest_20260514_0027,2026-05-17T11:03:41Z,2026-05-14,2026-05-15,KXLOWTHOU-26MAY15-B67.5,KXLOWTHOU-26MAY15,KXLOWTHOU,climatology,climatology,0.17129629629629628,0,0.029342421124828526,0.18789260184340997,replay_climatology
backtest_20260514_0028,2026-05-17T11:03:41Z,2026-05-14,2026-05-15,KXLOWTHOU-26MAY15-B69.5,KXLOWTHOU-26MAY15,KXLOWTHOU,climatology,climatology,0.17129629629629628,1,0.686749828532236,1.7643604950399407,replay_climatology
backtest_20260514_0029,2026-05-17T11:03:41Z,2026-05-14,2026-05-15,KXLOWTHOU-26MAY15-B71.5,KXLOWTHOU-26MAY15,KXLOWTHOU,climatology,climatology,0.11574074074074074,0,0.013395919067215364,0.12300497963753508,replay_climatology
backtest_20260514_0030,2026-05-17T11:03:41Z,2026-05-14,2026-05-15,KXLOWTHOU-26MAY15-T72,KXLOWTHOU-26MAY15,KXLOWTHOU,climatology,climatology,0.09722222222222222,0,0.00945216049382716,0.10227884912041818,replay_climatology
backtest_20260513_0025,2026-05-17T11:03:41Z,2026-05-13,2026-05-14,KXLOWTHOU-26MAY14-T63,KXLOWTHOU-26MAY14,KXLOWTHOU,climatology,climatology,0.14351851851851852,0,0.020597565157750342,0.15492258260584016,replay_climatology
backtest_20260513_0026,2026-05-17T11:03:41Z,2026-05-13,2026-05-14,KXLOWTHOU-26MAY14-B63.5,KXLOWTHOU-26MAY14,KXLOWTHOU,climatology,climatology,0.14351851851851852,0,0.020597565157750342,0.15492258260584016,replay_climatology
backtest_20260513_0027,2026-05-17T11:03:41Z,2026-05-13,2026-05-14,KXLOWTHOU-26MAY14-B65.5,KXLOWTHOU-26MAY14,KXLOWTHOU,climatology,climatology,0.15277777777777776,0,0.023341049382716045,0.16579225484274407,replay_climatology
backtest_20260513_0028,2026-05-17T11:03:41Z,2026-05-13,2026-05-14,KXLOWTHOU-26MAY14-B67.5,KXLOWTHOU-26MAY14,KXLOWTHOU,climatology,climatology,0.17129629629629628,0,0.029342421124828526,0.18789260184340997,replay_climatology
backtest_20260513_0029,2026-05-17T11:03:41Z,2026-05-13,2026-05-14,KXLOWTHOU-26MAY14-B69.5,KXLOWTHOU-26MAY14,KXLOWTHOU,climatology,climatology,0.18055555555555555,1,0.6714891975308641,1.7117167615545186,replay_climatology
backtest_20260513_0030,2026-05-17T11:03:41Z,2026-05-13,2026-05-14,KXLOWTHOU-26MAY14-T70,KXLOWTHOU-26MAY14,KXLOWTHOU,climatology,climatology,0.20833333333333334,0,0.04340277777777778,0.2336148511815052,replay_climatology
backtest_20260512_0025,2026-05-17T11:03:42Z,2026-05-12,2026-05-13,KXLOWTHOU-26MAY13-T62,KXLOWTHOU-26MAY13,KXLOWTHOU,climatology,climatology,0.125,0,0.015625,0.13353139262452263,replay_climatology
backtest_20260512_0026,2026-05-17T11:03:42Z,2026-05-12,2026-05-13,KXLOWTHOU-26MAY13-B62.5,KXLOWTHOU-26MAY13,KXLOWTHOU,climatology,climatology,0.0787037037037037,0,0.006194272976680385,0.08197358295967262,replay_climatology
backtest_20260512_0027,2026-05-17T11:03:42Z,2026-05-12,2026-05-13,KXLOWTHOU-26MAY13-B64.5,KXLOWTHOU-26MAY13,KXLOWTHOU,climatology,climatology,0.15277777777777776,0,0.023341049382716045,0.16579225484274407,replay_climatology
backtest_20260512_0028,2026-05-17T11:03:42Z,2026-05-12,2026-05-13,KXLOWTHOU-26MAY13-B66.5,KXLOWTHOU-26MAY13,KXLOWTHOU,climatology,climatology,0.11574074074074074,1,0.781914437585734,2.1564025828159643,replay_climatology
backtest_20260512_0029,2026-05-17T11:03:42Z,2026-05-12,2026-05-13,KXLOWTHOU-26MAY13-B68.5,KXLOWTHOU-26MAY13,KXLOWTHOU,climatology,climatology,0.1990740740740741,0,0.03963048696844994,0.22198681318638605,replay_climatology
backtest_20260512_0030,2026-05-17T11:03:42Z,2026-05-12,2026-05-13,KXLOWTHOU-26MAY13-T69,KXLOWTHOU-26MAY13,KXLOWTHOU,climatology,climatology,0.32870370370370366,0,0.10804612482853221,0.3985446652635906,replay_climatology
backtest_20260511_0025,2026-05-17T11:03:42Z,2026-05-11,2026-05-12,KXLOWTHOU-26MAY12-T64,KXLOWTHOU-26MAY12,KXLOWTHOU,climatology,climatology,0.1990740740740741,0,0.03963048696844994,0.22198681318638605,replay_climatology
backtest_20260511_0026,2026-05-17T11:03:42Z,2026-05-11,2026-05-12,KXLOWTHOU-26MAY12-B64.5,KXLOWTHOU-26MAY12,KXLOWTHOU,climatology,climatology,0.14351851851851852,0,0.020597565157750342,0.15492258260584016,replay_climatology
backtest_20260511_0027,2026-05-17T11:03:42Z,2026-05-11,2026-05-12,KXLOWTHOU-26MAY12-B66.5,KXLOWTHOU-26MAY12,KXLOWTHOU,climatology,climatology,0.10648148148148148,1,0.798375342935528,2.239784191755015,replay_climatology
backtest_20260511_0028,2026-05-17T11:03:42Z,2026-05-11,2026-05-12,KXLOWTHOU-26MAY12-B68.5,KXLOWTHOU-26MAY12,KXLOWTHOU,climatology,climatology,0.2175925925925926,0,0.04734653635116598,0.24537969276109148,replay_climatology
backtest_20260511_0029,2026-05-17T11:03:42Z,2026-05-11,2026-05-12,KXLOWTHOU-26MAY12-B70.5,KXLOWTHOU-26MAY12,KXLOWTHOU,climatology,climatology,0.125,0,0.015625,0.13353139262452263,replay_climatology
backtest_20260511_0030,2026-05-17T11:03:42Z,2026-05-11,2026-05-12,KXLOWTHOU-26MAY12-T71,KXLOWTHOU-26MAY12,KXLOWTHOU,climatology,climatology,0.20833333333333334,0,0.04340277777777778,0.2336148511815052,replay_climatology
backtest_20260510_0025,2026-05-17T11:03:42Z,2026-05-10,2026-05-11,KXLOWTHOU-26MAY11-T65,KXLOWTHOU-26MAY11,KXLOWTHOU,climatology,climatology,0.27314814814814814,0,0.07460991083676269,0.31903260233585695,replay_climatology
backtest_20260510_0026,2026-05-17T11:03:42Z,2026-05-10,2026-05-11,KXLOWTHOU-26MAY11-B65.5,KXLOWTHOU-26MAY11,KXLOWTHOU,climatology,climatology,0.125,0,0.015625,0.13353139262452263,replay_climatology
backtest_20260510_0027,2026-05-17T11:03:42Z,2026-05-10,2026-05-11,KXLOWTHOU-26MAY11-B67.5,KXLOWTHOU-26MAY11,KXLOWTHOU,climatology,climatology,0.17129629629629628,1,0.686749828532236,1.7643604950399407,replay_climatology
backtest_20260510_0028,2026-05-17T11:03:42Z,2026-05-10,2026-05-11,KXLOWTHOU-26MAY11-B69.5,KXLOWTHOU-26MAY11,KXLOWTHOU,climatology,climatology,0.15277777777777776,0,0.023341049382716045,0.16579225484274407,replay_climatology
backtest_20260510_0029,2026-05-17T11:03:42Z,2026-05-10,2026-05-11,KXLOWTHOU-26MAY11-B71.5,KXLOWTHOU-26MAY11,KXLOWTHOU,climatology,climatology,0.11574074074074074,0,0.013395919067215364,0.12300497963753508,replay_climatology
backtest_20260510_0030,2026-05-17T11:03:42Z,2026-05-10,2026-05-11,KXLOWTHOU-26MAY11-T72,KXLOWTHOU-26MAY11,KXLOWTHOU,climatology,climatology,0.16203703703703703,0,0.02625600137174211,0.1767813764183392,replay_climatology
